budget,casting,director,distributor,duration,entries,film_id,genres,img_src,nationality,release,synopsis,title
,Harrison Ford|Omar Sy|Dan Stevens|Karen Gillan|Bradley Whitford|Cara Gee|Michael Horse|Jean Louisa Kelly,Chris Sanders,The Walt Disney Company France,100,522494,259759,Aventure|Drame|Famille,https://fr.web.img6.acsta.net/c_310_420/pictures/20/01/31/11/16/5333556.jpg,U.S.A.,2020-02-19,"La paisible vie domestique de Buck, un chien au grand cœur, bascule lorsqu’il est brusquement arraché à sa maison en Californie et se retrouve enrôlé comme chien de traîneau dans les étendues sauvages du Yukon canadien pendant la ruée vers l’or des années 1890. Buck va devoir s’adapter et lutter pour survivre, jusqu’à finalement trouver sa véritable place dans le monde en devenant son propre maître…",L'Appel de la forêt
,Gérard Lanvin|Olivier Marchal|Camille Aguilar|Anne Girouard|Jean-François Cayrey|Philippine Leroy-Beaulieu|Laurent Olmedo|Souad Arsane,Philippe Guillard,Gaumont Distribution,97,187681,266103,Comédie,https://fr.web.img2.acsta.net/c_310_420/pictures/19/12/19/15/57/2409871.jpg,France,2020-03-04,"Franck et Karine sont obligés de confier leur fille Camille, censée réviser son bac, à son grand-père André, gendarme retraité et psychorigide à souhait. La situation se gâte quand l’autre grand-père, Teddy, ancien gérant de boites de nuit peu fréquentables, débarque à l’improviste ! La cohabitation entre les papis s’avère plus que compliquée et Camille va profiter de leurs querelles pour vivre sa vie comme elle l'a décidé...",Papi-Sitter
,Michael Peña|Maggie Q|Lucy Hale|Austin Stowell|Jimmy O. Yang|Portia Doubleday|Ryan Hansen|Michael Rooker,Jeff Wadlow,Sony Pictures Releasing France,110,206429,128742,Aventure|Epouvante-horreur,https://fr.web.img3.acsta.net/c_310_420/pictures/19/12/04/15/26/0979818.jpg,U.S.A.,2020-02-12,"L’énigmatique M. Roarke donne vie aux rêves de ses chanceux invités dans un complexe hôtelier luxurieux et isolé. Mais quand leurs fantasmes les plus fous se transforment en véritables cauchemars, les invités n’ont d’autre choix que de résoudre les mystères de cette île pour en sortir vivants.",Nightmare Island
,Frank Welker|Will Forte|Zac Efron|Amanda Seyfried|Gina Rodriguez|Kiersey Clemons|Jason Isaacs|Ken Jeong,Tony Cervone,Warner Bros. France,94,191223,223543,Animation|Comédie|Famille,https://fr.web.img2.acsta.net/c_310_420/pictures/20/06/24/14/34/3337477.jpg,U.S.A.,2020-07-08,"Dans SCOOBY!, on découvre comment Scooby et Sammy, amis pour la vie, se sont rencontrés et associés aux détectives en herbe Fred, Velma et Daphné pour créer la célèbre équipe Mystère et Cie. ",Scooby !
,Matthew McConaughey|Hugh Grant|Charlie Hunnam|Michelle Dockery|Henry Golding|Jeremy Strong|Eddie Marsan|Colin Farrell,Guy Ritchie,SND,113,238040,264538,Action|Policier,https://fr.web.img2.acsta.net/c_310_420/pictures/19/11/15/17/50/0228788.jpg,U.S.A.,2020-02-05,"Quand Mickey Pearson, baron de la drogue à Londres, laisse entendre qu’il pourrait se retirer du marché, il déclenche une guerre explosive : la capitale anglaise devient le théâtre de tous les chantages, complots, trahisons, corruptions et enlèvements… Dans cette jungle où l’on ne distingue plus ses alliés de ses ennemis, il n’y a de la place que pour un seul roi !",The Gentlemen
,Elie Semoun|Mathys Gros|Émilie Caen|Frédérique Bel|Loïc Legendre|Leeloo Eyme|Chad Ebengue|Léopold Moati,Elie Semoun,UGC Distribution,90,399199,270878,Comédie,https://fr.web.img2.acsta.net/c_310_420/pictures/19/12/03/11/11/2932219.jpg,France,2020-02-05,"Nouvelle rentrée des classes pour l'élève Ducobu, Léonie Gratin et l'instituteur Latouche. Mais cette année, un rival de taille pour Ducobu débarque à l’école : "" TGV "", le roi de la triche 2.0. Alors que la situation financière de Saint-Potache devient désastreuse, les deux cancres vont devoir unir leurs créativités pour remporter un concours de chant et sauver leur école.",Ducobu 3
,Omar Sy|Bérénice Bejo|François Damiens|Sarah Gaye|Keyla Fala|Néotis Ronzon|Philippe Vieux|Philippe Uchan,Michel Hazanavicius,Pathé,103,457031,264386,Aventure|Comédie|Fantastique,https://fr.web.img6.acsta.net/c_310_420/pictures/19/11/25/10/51/5092178.jpg,France,2020-02-12,"Sofia, 8 ans, vit seule avec son père. Tous les soirs, il lui invente une histoire pour l’endormir. Ses récits extraordinaires prennent vie dans un monde imaginaire où l’héroïne est toujours la princesse Sofia, et son père, le Prince courageux. Mais trois ans plus tard, quand Sofia rentre au collège, elle n’a plus besoin de ces histoires. Désarmé, son père va devoir accepter que sa fille grandisse et s’éloigne de lui. Dans leur Monde imaginaire, le Prince va alors devoir affronter la plus épique de toutes ses aventures pour conserver une place dans l’histoire.",Le Prince Oublié
,Margot Robbie|Mary Elizabeth Winstead|Jurnee Smollett|Rosie Perez|Ella Jay Basco|Chris Messina|Ewan McGregor|Charlene Amoia,Cathy Yan,Warner Bros. France,109,412178,264177,Action|Aventure,https://fr.web.img4.acsta.net/c_310_420/pictures/19/12/12/17/09/3732824.jpg,U.S.A.,2020-02-05,"Vous connaissez l'histoire du flic, de l'oiseau chanteur, de la cinglée et de la princesse mafieuse ?",Birds of Prey et la fantabuleuse histoire de Harley Quinn
,Juliette Binoche|Yolande Moreau|Noémie Lvovsky|Edouard Baer|François Berléand|Marie Zabukovec|Anamaria Vartolomei|Lily Taïeb,Martin Provost,Memento Distribution,109,171000,271733,Comédie,https://fr.web.img2.acsta.net/c_310_420/pictures/20/02/25/13/59/4714957.jpg,France|Belgique,2020-03-11,Tenir son foyer et se plier au devoir conjugal sans moufter : c’est ce qu’enseigne avec ardeur Paulette Van Der Beck dans son école ménagère. Ses certitudes vacillent quand elle se retrouve veuve et ruinée. Est-ce le retour de son premier amour ou le vent de liberté de mai 68 ? Et si la bonne épouse devenait une femme libre ?,La Bonne épouse
,Melissa Guers|Roschdy Zem|Chiara Mastroianni|Annie Mercier|Anaïs Demoustier|Carlo Ferrante|Pascal-Pierre Garbarini|Paul Aïssaoui-Cuvelier,Stéphane Demoustier,Le Pacte,96,144499,262182,Drame|Judiciaire,https://fr.web.img4.acsta.net/c_310_420/pictures/21/03/15/11/47/0286489.jpg,France,2020-02-12,"Lise, 18 ans, vit dans un quartier résidentiel sans histoire et vient d'avoir son bac. Mais depuis deux ans, Lise porte un bracelet car elle est accusée d'avoir assassiné sa meilleure amie.",La Fille au bracelet
,Alain Chabat|Doona Bae|Blanche Gardin|Ilian Bergala|Jules Sagot|Camille Rutherford|Delphine Gleize|Lazare Lartigau,Eric Lartigau,Gaumont Distribution,98,112363,267615,Comédie|Romance,https://fr.web.img2.acsta.net/c_310_420/pictures/19/12/13/15/48/0030772.jpg,France|Belgique,2020-02-05,"Stéphane mène une vie paisible au Pays Basque entre ses deux fils, aujourd’hui adultes, son ex-femme et son métier de chef cuisinier. Le petit frisson dont chacun rêve, il le trouve sur les réseaux sociaux où il échange au quotidien avec Soo, une jeune sud-coréenne. Sur un coup de tête, il décide de s’envoler pour la Corée dans l’espoir de la rencontrer. Dès son arrivée à l’aéroport de Séoul, un nouveau monde s’ouvre à lui…",#Jesuislà
,Roman Griffin Davis|Thomasin McKenzie|Scarlett Johansson|Taika Waititi|Sam Rockwell|Rebel Wilson|Alfie Allen|Stephen Merchant,Taika Waititi,Twentieth Century Fox France,108,132054,258998,Comédie|Drame|Guerre,https://fr.web.img6.acsta.net/c_310_420/pictures/19/10/15/10/55/1009759.jpg,U.S.A.,2020-01-29,"Jojo est un petit allemand solitaire. Sa vision du monde est mise à l’épreuve quand il découvre que sa mère cache une jeune fille juive dans leur grenier. Avec la seule aide de son ami aussi grotesque qu'imaginaire, Adolf Hitler, Jojo va devoir faire face à son nationalisme aveugle.",Jojo Rabbit
,Isaac Lobé-Lebel|Lior Chabbat|Jérémy Prévost|Sébastien Desjours|Léopold Vom Dorp|Victoire Pauwels|Léovanie Raud|Damien Boisseau,Tanguy De Kermel,StudioCanal,77,86711,268350,Animation|Famille,https://fr.web.img6.acsta.net/c_310_420/pictures/19/12/17/11/40/0160354.jpg,France,2020-02-05,"SamSam, le plus petit des grands héros, n’a toujours pas découvert son premier super pouvoir, alors qu’à la maison et à l’école, tout le monde en a un ! Devant l’inquiétude de ses parents et les moqueries de ses camarades, il part à la recherche de ce pouvoir caché. Avec l’aide de Méga, la nouvelle élève mystérieuse de son école, Samsam se lance dans cette aventure pleine de monstres cosmiques... ",Samsam
,Dany Boon|Philippe Katerine|Anne Serra|Samuel Jouy|Sophie Verbeeck|Carole Brana|Stana Roumillac|Benoît Pétré,Ludovic Colbeau-Justin,Pathé,95,253092,266064,Comédie|Espionnage,https://fr.web.img6.acsta.net/c_310_420/pictures/20/01/07/09/01/1113711.jpg,France,2020-01-29,"Pour l’aider à retrouver sa fiancée disparue, Romain, médecin en hôpital psychiatrique n’a d’autre choix que de faire évader l’un de ses patients Léo Milan, qui prétend être un agent secret…",Le Lion
,Robert Downey Jr.|Antonio Banderas|Jessie Buckley|Michael Sheen|Jim Broadbent|Harry Collett|Kasia Smutniak|Carmel Laniado|Emma Thompson|Marion Cotillard|Ralph Fiennes|Rami Malek|Kumail Nanjiani|John Cena|Octavia Spencer|Tom Holland,Stephen Gaghan,Universal Pictures International France,102,416180,254755,Comédie|Famille,https://fr.web.img3.acsta.net/c_310_420/pictures/19/12/23/15/16/5585346.jpg,U.S.A.,2020-02-05,"Après la perte de sa femme sept ans plus tôt, l’excentrique Dr. John Dolittle, célèbre docteur et vétérinaire de l’Angleterre de la Reine Victoria s’isole derrière les murs de son manoir, avec pour seule compagnie sa ménagerie d’animaux exotiques.",Le Voyage du Dr Dolittle
,Michael B. Jordan|Jamie Foxx|Brie Larson|Rob Morgan (IV)|Tim Blake Nelson|Rafe Spall|O'Shea Jackson Jr.|Karan Kendrick,Destin Daniel Cretton,Warner Bros. France,137,113153,239735,Biopic|Drame,https://fr.web.img5.acsta.net/c_310_420/pictures/20/01/14/09/12/0418204.jpg,U.S.A.,2020-01-29,"Le combat historique du jeune avocat Bryan Stevenson.  Après ses études à l’université de Harvard, Bryan Stevenson aurait pu se lancer dans une carrière des plus lucratives. Il décide pourtant de se rendre en Alabama pour défendre ceux qui ont été condamnés à tort, avec le soutien d’une militante locale, Eva Ansley. Un de ses premiers cas - le plus incendiaire - est celui de Walter McMillian qui, en 1987, est condamné à mort pour le meurtre retentissant d’une jeune fille de 18 ans. Et ce en dépit d’un grand nombre de preuves attestant de son innocence et d’un unique témoignage à son encontre provenant d’un criminel aux motivations douteuses. Au fil des années, Bryan se retrouve empêtré dans un imbroglio de manœuvres juridiques et politiques. Il doit aussi faire face à un racisme manifeste et intransigeant alors qu’il se bat pour Walter et d’autres comme lui au sein d’un système hostile.",La Voie de la justice
,Katie Holmes|Christopher Convery|Owain Yeoman|Ralph Ineson|Oliver Rice|Anjali Jay|Joely Collins|Charles Jarman,William Brent Bell,Metropolitan FilmExport,87,95830,268927,Epouvante-horreur|Thriller,https://fr.web.img4.acsta.net/c_310_420/pictures/20/01/23/16/45/4653965.jpg,U.S.A.,2020-02-26,"Recherchant un environnement calme pour leur fils et ignorant tout de son funeste passé, un couple s'installe dans le Manoir Heelshire. Bientôt le jeune garçon se lie d’une troublante amitié avec une poupée étrangement réaliste qu'il appelle Brahms…",The Boy : la malédiction de Brahms
,Lambert Wilson|Olga Kurylenko|Riccardo Scamarcio|Sidse Babett Knudsen|Eduardo Noriega|Alex Lawther|Anna Maria Sturm|Frédéric Chau,Regis Roinsard,Trésor Cinéma / Mars Films,105,121867,261613,Thriller,https://fr.web.img4.acsta.net/c_310_420/pictures/20/01/03/11/20/2257660.jpg,France|Belgique,2020-01-29,"Isolés dans une luxueuse demeure sans aucun contact possible avec l'extérieur, neuf traducteurs sont rassemblés pour traduire le dernier tome d'un des plus grands succès de la littérature mondiale. Mais lorsque les dix premières pages du roman sont publiées sur internet et qu'un pirate menace de dévoiler la suite si on ne lui verse pas une rançon colossale, une question devient obsédante : d'où vient la fuite ?",Les Traducteurs
,Lambert Wilson|Isabelle Carré|Olivier Gourmet|Catherine Mouchet|Pierre Hancisse|Sophie Quinton|Gilles Cohen|Laurent Stocker,Gabriel Le Bomin,SND,109,511913,275227,Biopic|Historique|Guerre,https://fr.web.img3.acsta.net/c_310_420/pictures/20/01/16/17/08/3580661.jpg,France,2020-03-04,"Mai 1940. La guerre s’intensifie, l’armée française s’effondre, les Allemands seront bientôt à Paris. La panique gagne le gouvernement qui envisage d’accepter la défaite. Un homme, Charles de Gaulle, fraîchement promu général, veut infléchir le cours de l’Histoire. Sa femme, Yvonne de Gaulle, est son premier soutien, mais très vite les évènements les séparent. Yvonne et ses enfants se lancent sur les routes de l’exode. Charles rejoint Londres. Il veut faire entendre une autre voix : celle de la Résistance.",De Gaulle
,Jean-Paul Rouve|Alice Taglioni|Benjamin Lavernhe|Camille Rowe|Elsa Zylberstein|Aurore Clément|Sarah Adler|Christophe Paou,Arnaud Viard,UGC Distribution,89,212027,147622,Drame|Romance,https://fr.web.img6.acsta.net/c_310_420/pictures/19/08/20/09/58/4337141.jpg,France,2020-01-22,"Dans la belle maison familiale, à la fin de l’été, Aurore fête ses 70 ans, entourée de ses 4 enfants, tous venus pour l’occasion. Il y a là Jean-Pierre, l’aîné, qui a endossé le rôle de chef de famille après la mort de son père ; Juliette, enceinte de son premier enfant à 40 ans et qui rêve encore de devenir écrivain ; Margaux, l’artiste radicale de la famille, et Mathieu, 30 ans, angoissé de séduire la jolie Sarah.",Je voudrais que quelqu'un m'attende quelque part
,Jim Carrey|James Marsden|Tika Sumpter|Neal McDonough|Adam Pally|Lee Majdoub|Elfina Luk|Malik Bentalha|Ben Schwartz,Jeff Fowler,Paramount Pictures France,99,771015,229574,Aventure|Famille,https://fr.web.img6.acsta.net/c_310_420/pictures/20/02/10/17/16/0746079.jpg,U.S.A.|Japon,2020-02-12,"L'histoire du hérisson bleu le plus rapide du monde qui arrive sur Terre, sa nouvelle maison. Sonic et son nouveau meilleur ami Tom",Sonic le film
,Will Smith|Martin Lawrence|Vanessa Hudgens|Alexander Ludwig|Charles Melton|Paola Núñez|Kate del Castillo|Nicky Jam,Adil El Arbi|Bilall Fallah,Sony Pictures Releasing France,124,651309,172048,Action|Comédie,https://fr.web.img5.acsta.net/c_310_420/pictures/19/11/22/09/44/3027567.jpg,U.S.A.,2020-01-22,Les Bad Boys Mike Lowrey et Marcus Burnett se retrouvent pour résoudre une ultime affaire.,Bad Boys For Life
,Kad Merad|Alban Ivanov|Céline Sallette|Sabrina Ouazani|Laure Calamy|Guillaume Gouix|Myra Tyliann|Manika Auxire,Mohamed Hamidi,Gaumont Distribution,95,152569,261592,Comédie,https://fr.web.img4.acsta.net/c_310_420/pictures/19/11/13/16/17/4238026.jpg,France,2020-01-15,"Après une bagarre, toute l'équipe de foot de Clourrières est suspendue jusqu'à la fin de la saison. Afin de sauver ce petit club du Nord qui risque de disparaître, le coach décide de former une équipe composée exclusivement de femmes pour finir le championnat. Cette situation va complètement bouleverser le quotidien des familles et changer les codes bien établis de la petite communauté...",Une belle équipe
,George MacKay|Dean-Charles Chapman|Mark Strong|Andrew Scott|Richard Madden|Claire Duburcq|Colin Firth|Benedict Cumberbatch,Sam Mendes,Universal Pictures International France,119,644738,265567,Drame|Guerre,https://fr.web.img5.acsta.net/c_310_420/o_club-allocine-2024-310x420.png_0_se/pictures/20/01/10/14/49/5340816.jpg,Grande-Bretagne|U.S.A.,2020-01-15,"Pris dans la tourmente de la Première Guerre Mondiale, Schofield et Blake, deux jeunes soldats britanniques, se voient assigner une mission à proprement parler impossible. Porteurs d’un message qui pourrait empêcher une attaque dévastatrice et la mort de centaines de soldats, dont le frère de Blake, ils se lancent dans une véritable course contre la montre, derrière les lignes ennemies.",1917
,Paul Walter Hauser|Sam Rockwell|Kathy Bates|Jon Hamm|Olivia Wilde|Nina Arianda|Ian Gomez|Mike Pniewski,Clint Eastwood,Warner Bros. France,129,385394,226927,Drame,https://fr.web.img4.acsta.net/c_310_420/pictures/20/01/09/14/26/2410363.jpg,U.S.A.,2020-02-19,"En 1996, Richard Jewell fait partie de l'équipe chargée de la sécurité des Jeux d'Atlanta. Il est l'un des premiers à alerter de la présence d'une bombe et à sauver des vies. Mais il se retrouve bientôt suspecté... de terrorisme, passant du statut de héros à celui d'homme le plus détesté des Etats-Unis. Il fut innocenté trois mois plus tard par le FBI mais sa réputation ne fut jamais complètement rétablie, sa santé étant endommagée par l'expérience.",Le Cas Richard Jewell
